SubjektUri,SubjektDe,SubjektEn,SubjektAltDe,SubjektAltEn,SubjektTyp ,Relation,Objekt,SeiteRelation,RestrictionOnProperty,RestrictionObject,RestrictionType,Definition,SeiteDefinition,Kapitel,Kommentar
Erfolgspotenzial,Erfolgspotenzial,,,,EntityType,,,,meta:isAssociatedWith,Gesamterfolg,someValuesFrom,,96,,
SchnittstellenOptimieren,Schnittstellen optimieren,,Erfolgspotenzial in Schnittstelle,,EntityType,rdfs:subClassOf,SituationsanalyseVogehensweise,99,,,,"Es wird von der Erfahrung ausgegangen, dass Möglichkeiten zur Schaffung von Erfolgspotenzial besonders an den Schnittstellen zwischen den Informationssystemen liegen. Man konzentriert sich deshalb darauf, die Schnittstellen zu optimieren,  beispielsweise durch die Neugestaltung der innerbetrieblichen Informationsflüsse (innerbetriebliche Integration) und/oder der Infonnationsflüsse zu Kunden und Lieferanten (zwischenbetriebliche Integration).",,,
IstzustandErheben,Istzustand Erheben,,,,Function,,,96,meta:uses,CompetitiveBenchmarking,someValuesFrom,"Zu den Wettbewerbsfaktoren werden die aktuellen Werte ermittelt (z. B. die Auftragsabwicklungszeit gemessen in Tagen) und im Vergleich zu den wichtigsten Mitbewerbern beurteilt (z. B. methodisch unterstützt durch Competitive
Benchmarking, vgl. Lerneinheit MEGPM).",,,
ErhoehungFlexibilitaet,Erhöhung der Flexibilität,,Erhöhung der Änderbarkeit,,EntityType,rdfs:subClassOf,Gestaltungsziel,51,,,,,,,
Erklaerungsmodell,Erklärungsmodell,Explanatory Model,,,EntityType,,,,meta:isBasedOn,UrsacheWirkungsBeziehung,someValuesFrom,"Um ein Erklärungsmodell im Sinne einer Theorie des Informationsmanagements handelt es sich, wenn ein Explanans bzw. wenn Ursache-Wirkungs-Beziehungen vorhanden sind.",18,ERMOD,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
OptimaleItStrategieEvaluierenBestimmen,Evaluieren und Bestimmen der optimalen IT-Strategie,,optimale IT-Strategie evaluieren und bestimmen,,Function,,,,,,,"Beim Evaluieren der generierten Strategien wird die optimale Strategie methodisch durch eine Nutzwertanalyse bestimmt (vgl. Lerneinheit NUTZW). Um sie anwenden zu können, muss die Frage beantwortet werden, welches Zielsystem und welche Kriterien zum Evaluieren der Alternativen verwendet werden sollen. Als Ziel system bieten sich die strategischen Formalziele an (insbesondere Wirksamkeit und Wirtschaftlichkeit, vgl. Lerneinheit SZIEL), als Kriterien zum Evaluieren solche Messgrößen, die aus den strategischen Formalzielen abgeleitet und auf die Attribute der IT-Strategie bezogen sind (z. B. das Kriterium ""Kosten der Systementwicklung"" bei Eigenfertigung oder Fremdbezug von Software oder SaaS = Software-as-a-Service). Der Evaluierungsprozess wird verkürzt, wenn rur einzelne oder mehrere Attribute Normstrategien zur Verrugung stehen (z. B. rur das Attribut Outsourcing), die bei Vorliegen bestimmter Ausprägungen von Evaluierungskriterien (z. B. hohe Unternehmensspezifität und große strategische Bedeutung der Arlwendung) grundsätzlich empfehlenswert ist (z. B. kein Outsourcing, wenn Unternehmensspezifität hoch und strategische Bedeutung der Arlwendung groß ist).",117,,
OptimaleItStrategieEvaluierenBestimmen,Evaluieren und Bestimmen der optimalen IT-Strategie,,,,Function,,,117,meta:uses,Nutzweranalyse,someValuesFrom,,,,
OptimaleItStrategieEvaluierenBestimmen,Evaluieren und Bestimmen der optimalen IT-Strategie,,,,Function,,,117,meta:uses,Normstrategien,someValuesFrom,,,,
OptimaleItStrategieEvaluierenBestimmen,Evaluieren und Bestimmen der optimalen IT-Strategie,,,,Function,rdfs:subClassOf,Evaluierung,117,,,,,,,
Evaluierung,Evaluierung,evaluation,Evaluation,,Function,,,,,,,zielbezogene Beurteilung von Objekten auf Grundlage eines Systems von relevanten Eigenschaften (Evaluierungskriterien) ,113,,
Evaluierungsstrategie,Evaluierungsstrategie,,,,EntityType,rdfs:subClassOf,Teilstrategie,120,,,,,,,
,,,,,,,,,,,,,,,
Fachliteratur,Fachliteratur,,,,EntityType,rdfs:subClassOf,Beobachtungsobjekt,98,,,,,,,
FestlegenAusmassZielerreichung,Festlegen des Ausmaßes der Zielerreichung,,Planwert festlegen;Zielwert festlegen;Sollwert festlegen,,Function,,,,,,,"Festlegen des Außmaßes der Zielerreichung, also der Quantität des Zielinhaltes, die erreicht werden soll (Planwert, Sollwert oder Zielwert).",110,,
FestlegenZeitlicherBezugZielerreichung,Festlegen des zeitlichen Bezugs zur Zielerreichung,,Planungszeitraum festlegen,,Function,,,,,,,"Festlegen des zeitlichen Bezugs der Zielrechnung, also des Zeitraums, in dem das angestrebte Zielausmaß erreicht werden soll (Planungszeitraum).",110,,
FestlegenZielinhalt,Festlegen des Zielinhaltes,,Festlegen des Zielsystems,,Function,,,,,,,"Festlegen des Zielinhaltes also aller Eigenschaften oder Merkmale, mit denen die Qualität oder Güte geplant, überwacht und gesteuert werden soll (Zielsystem).",110,,
FestlegenZielmassstab,Festlegen des Zielmaßstabes,,Festlegen der Metrik;Festlegen des KPI,,Function,,,,,,,"Festlegen des Zielmaßstabes, also der Dimensionen des Zielinhaltes, und wie dieser gemessen werden soll (Metrik, KPI).",110,,
FlexibleMassnahmenplanung,Flexible Maßnahmenplanung,,,,Function,rdfs:subClassOf,StrategischeMassnahmenplanung,,,,,,manuell hinzugefügt,,
Formalziel,Formalziel,formal objective,,,EntityType,rdfs:subClassOf,Ziel,21,,,,,,ERMOD,
Formalziel,Formalziel,,,,EntityType,,,,,,,"Ziel, dessen Zielinhalt die Qualität oder Güte beschreibt, mit der ein Sachziel verfolgt werden soll (Wie soll ein Zweck erreicht werden?).",103,,
FrameworkforInformationSystemsArchitecture,,Framework for Information Systems Architecture,,Zachman Enterprise Framework 2,EntityType,rdfs:subClassOf,Metamodell,47,,,,,48,,
Fuehrungsaufgabe,Führungsaufgabe,Management Task,,,Function,rdfs:subClassOf,Aufgabe,,,,,"betriebliche Aufgabe, die der Entwicklung, Gestaltung und Lenkung eines Unternehmens, seiner Teileinheiten oder Teilbereiche (z. B. IT-Bereich) oder Struktureinheiten (z. B. IT-Abteilung) dient.",31,STELL,
Funktionssicht,Funktionssicht,,,,EntityType,,,,,,,,49,ARCHI,
ArchitekturFunktion,Funktion einer Architektur,,,,EntityType,,,44,meta:isDecomposedIn,Beschreibungsfunktion,someValuesFrom,,,,
ArchitekturFunktion,Funktion einer Architektur,,,,EntityType,,,44,meta:isDecomposedIn,Kommunikationsfunktion,someValuesFrom,,,,
ArchitekturFunktion,Funktion einer Architektur,,,,EntityType,,,44,meta:isDecomposedIn,Gestaltungsfunktion,someValuesFrom,,,,
ArchitekturFunktion,Funktion einer Architektur,,,,EntityType,,,44,meta:isAssociatedWith,Architektur,someValuesFrom,,,,
GanzheitlicheInformationssystemArchitektur,Ganzheitliche Informationssystem-Architektur,,,,EntityType,rdfs:subClassOf,Architekturmetamodell,,,,,Die ganzheitliche Informationssystem-Architektur von Krcmar spannt einen Bogen von der Unternehmensstrategie bis zur technischen Infrastruktur. Das Metamodell wird in Form eines Kreisels abgebildet.,49,ARCHI,
,,,,,,,,,,,,,,,
GanzheitlicheInformationssystemArchitektur,Ganzheitliche Informationssystem-Architektur,,,,EntityType,,,,meta:isDecomposedIn,Unternehmensstrategie,someValuesFrom,,50,,
GanzheitlicheInformationssystemArchitektur,Ganzheitliche Informationssystem-Architektur,,,,EntityType,,,,meta:isDecomposedIn,AufbauorganisationsArchitektur,someValuesFrom,,50,,
GanzheitlicheInformationssystemArchitektur,Ganzheitliche Informationssystem-Architektur,,,,EntityType,,,,meta:isDecomposedIn,Prozessarchitektur,someValuesFrom,,50,,
GanzheitlicheInformationssystemArchitektur,Ganzheitliche Informationssystem-Architektur,,,,EntityType,,,,meta:isDecomposedIn,Anwendungsarchitektur,someValuesFrom,,50,,
GanzheitlicheInformationssystemArchitektur,Ganzheitliche Informationssystem-Architektur,,,,EntityType,,,,meta:isDecomposedIn,Datenarchitektur,someValuesFrom,,50,,
GanzheitlicheInformationssystemArchitektur,Ganzheitliche Informationssystem-Architektur,,,,EntityType,,,,meta:isDecomposedIn,Kommunikationsarchitektur,someValuesFrom,,50,,
GanzheitlicheInformationssystemArchitektur,Ganzheitliche Informationssystem-Architektur,,,,EntityType,,,,meta:isDecomposedIn,Informationsinfrastruktur,someValuesFrom,,50,,
,,,,,,,,,,,,,,,
AufbauorganisationsArchitektur,Aufbauorganisations-Architektur,,,,EntityType,,,,,,,,50,,
KommunikationsArchitektur,Kommunikations-Architektur,,,,EntityType,,,,,,,,50,,
Geldfluss,Geldfluss,,,,EntityType,rdfs:subClassOf,ImmaterielleLeistung,49,,,,,,,
ImmaterielleLeistung,immaterielle Leistung,,,,EntityType,,,,,,,,49,,
MaterielleLeistung,materielle Leistung,,,,EntityType,,,,,,,,49,,
GenerierenAlternativeItStrategien,Generieren alternativer IT-Strategien,,,,Function,,,,,,,"Beim Generieren alternativer IT -Strategien wird von der Annahme ausgegangen, dass die Art und Weise, in der man von den strategischen Zielen zu den strategischen Maßnahmen gelangt, meist nicht eindeutig ist; es gibt alternative Strategien, mit denen der Handlungsspielraum für die strategische Maßnahmenplanung festgelegt werden kann. Methodisch gesehen, handelt es sich bei diesem Arbeitsschritt primär um die Anwendung der Szenariotechnik (vgl. Lerneinheit SZENA), mit der die langfristige Entwicklung der Informationsfunktion und der Technologien sowie die Umsetzung der beiden Entwicklungen in Maßnahmen zur Verbesserung der IT untersucht werden. Alternative IT -Strategien unterscheiden sich nicht durch die verwendeten Attribute und in der Regel auch nicht durch den Grad der Detaillienmg, sondern in erster Linie durch stark unterschiedliche Werte zu bestimmten Attributen.","116,117",,
GenerierenAlternativeItStrategien,Generieren alternativer IT-Strategien,,,,Function,,,117,meta:uses,Szenariotechnik,someValuesFrom,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Geschaeftsarchitektur,Geschäftsarchitektur,Business Architecture,,,EntityType,rdfs:subClassOf,Teilarchitektur,,,,,"Modell der Organisation eines Unternehmens, der wesentlichen Komponenten, Ressourcen und deren Beziehungen sowie der Austauschbeziehungen des Unternehmens mit seiner Umwelt. Dazu gehört eine Beschreibung der zentralen
Kundengruppen und der Leistungen, die das Unternehmen anbietet, die betrieblichen Aufgaben und Aufgabenträger, wesentliche Lieferanten, Wettbewerber und Kooperationspartner sowie die Informationsflüsse und Leitungsstrukturen des Unternehmens.",43;46,ARCHI,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,,meta:isDecomposedInIn,Kundengruppe,someValuesFrom,,47,,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,,meta:isDecomposedInIn,LeistungenUnternehmen,someValuesFrom,,47,,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,,meta:isDecomposedInIn,BetrieblicheAufgabe,someValuesFrom,,47,,
BetrieblicheAufgabe,betriebliche Aufgabe,,,,EntityType,,,,,,,,47,,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,47,meta:isDecomposedInIn,Aufgabentraeger,someValuesFrom,,,ARCHI,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,47,meta:isAssociatedWith,Lieferant,someValuesFrom,,,ARCHI,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,47,meta:isAssociatedWith,Wettbewerber,someValuesFrom,,,ARCHI,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,47,meta:isAssociatedWith,Kooperationspartner,someValuesFrom,,,ARCHI,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,47,meta:isDecomposedInIn,Informationsfluss,someValuesFrom,,,ARCHI,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,,,47,meta:isDecomposedInIn,Leitungsstruktur,someValuesFrom,,,ARCHI,
Geschaeftsarchitektur,Geschäftsarchitektur,,,,EntityType,rdfs:subClassOf,Unternehmensarchitektur,46,,,,,,,
Geschaeftsmodell,Geschäftsmodell,,,,EntityType,,,17,meta:isBasedOn,Produktionsfaktor,someValuesFrom,,,ERMOD,
Produktionsfaktor,Produktionsfaktor,Production Factor,,,EntityType,,,,,,,"Güter (Produkte und Dienstleistungen), die zur Herstellung und Verwertung betrieblicher Leistungen erforderlich sind.",Website,de,noch in Min-Extraktion rüber genommen!
Geschaeftsmodell,Geschäftsmodell,Business Model,,,EntityType,rdfs:subClassOf,Modell,17,,,,"Modell, das Aussagen darüber macht, durch welche Kombination von Produktionsfaktoren die Unternehmensstrategie verfolgt wird, wie Erlöse erzielt werden und welche Rolle die daran beteiligten Akteure spielen.",17,ERMOD,
Geschaeftsmodell,Geschäftsmodell,,,,EntityType,,,17,meta:isBasedOn,Unternehmensstrategie,someValuesFrom,,,ERMOD,
Gesetz,Gesetz,Law,,,EntityType,,,,,,,,manuell hinzugefügt,RECHT,
GestaltenAufgabensystem,Aufgabensystem gestalten,,,,Function,,,,,,,Identifizieren der relevanten IM-Aufgaben und Zuordnen zu Aufgabenebenen,29,ERMOD,
GestaltenAufgabensystem,Aufgabensystem gestalten,,,,Function,,,29,meta:isAssociatedWith,ImAufgabe,someValuesFrom,,,,
GestaltenAblauforganisation,Ablauforganisation gestalten,,,,Function,,,,,,,zeitlich-sachlogisches Strukturieren der zur Aufgabenerfüllung erforderlichen Arbeitsprozesse,29,ERMOD,
GestaltenStrukturorganisation,Strukturorganisation gestalten,,,,Function,,,,,,,Zuordnen von Aufgaben auf Aufgabenträger,29,ERMOD,
GestaltenStrukturorganisation,Strukturorganisation gestalten,,,,Function,,,29,meta:isAssociatedWith,Aufgabe,someValuesFrom,,,,
GestaltenStrukturorganisation,Strukturorganisation gestalten,,,,Function,,,29,meta:isAssociatedWith,Aufgabentraeger,someValuesFrom,,,,
GestaltenMethodensystem,Methodensystem gestalten,,,,Function,,,,,,,"Identifizieren der zur Unterstützung der Aufgabenerfüllung relevanten Methoden &
Techniken",29,ERMOD,
GestaltenMethodensystem,Methodensystem gestalten,,,,Function,,,29,meta:isAssociatedWith,Methode,someValuesFrom,,,,
GestaltenInformationsinfrastruktur,Informationsinfrastruktur gestalten,,,,Function,,,45,meta:updates,Architektur,someValuesFrom,,,,
GestaltenInformationsinfrastruktur,Informationsinfrastruktur gestalten,,,,Function,,,45,meta:uses,Architektur,someValuesFrom,,,,
GestaltungInformationsmanagement,Gestaltung des Informationsmanagement,,,,Function,,,,,,,"z. B. Interaktion zwischen Unternehmensstrategie und IT -Strategie, Stellenwelt der strategischen ITPlanung, Art und Umfang der IM-Aufgaben, Institutionalisierung und organisatorische Gliederung des IT -Bereichs, Anfordenungsprofile für Führungskräfte, personelle Besetzung der Leitungsfunktionen",93,,
GestaltungInformationsmanagement,Gestaltung des Informationsmanagement,,,,Function,,,93,meta:uses,LeistungspotenzialInformationsfunktion,someValuesFrom,,,,
GestaltungInformationsmanagement,Gestaltung des Informationsmanagement,,,,Function,,,93,meta:uses,Erfolgspotenzial,someValuesFrom,,,,
GestaltungInformationsmanagement,Gestaltung des Informationsmanagement,,,,Function,,,93,meta:updates,Informationsmanagement,someValuesFrom,,,,
Gestaltungsfunktion,Gestaltungsfunktion,Communication Function of an Architecture,,,EntityType,,,,,,,"Im Rahmen der Gestaltungsfunktion übernimmt die Architektur dabei die Rolle eines konzeptionellen Planungs- und Gestaltungsansatzes. Krcmar bezeichnet die Architektur daher auch als ""Generalbebauungsplan"". Dieser definiert den Rahmen für die Gestaltung von Elementen der Informationsinfrastruktur, z. B. für die Planung neuer Informationssysteme oder die Integration bestehender Anwendungen.",45,ARCHI,
Gestaltungsmodell,Gestaltungsmodell,Design Model,,,EntityType,rdfs:subClassOf,Modell,,,,,"Im vorliegenden Zusammenhang bedeutet Modell die Konstmktion eines Vorbilds für die Wirklichkeit, nämlich eines Vorbilds für die Entwicklung eines IM-Konzepts. In der Fachsprache wird neben vielen anderen Unterscheidungen zwischen Erklärungsmodell und Gestaltungsmodell unterschieden. Das Modell des Informationsmanagements (IMModell) ist ein Erklämngsmodell, das IM-Konzept ist Gestaltungsmodell.",18,ERMOD,subclass hinzugefügt
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Gestaltungsprinzip,Gestaltungsprinzip,,Gestaltungsprinzip des Software Engineering;Gestaltungsprinzipien für die Entwicklung von Architekturen für die Informationsinfrastruktur,,EntityType,skos:related,Architekturprinzip,51;52,,,,,,ARCHI,
Gestaltungsziel,Gestaltungsziel,,,,EntityType,skos:related,Gestaltungsprinzip,,,,,,51,,
Konstruktionsregel,Konstruktionsregel,,,,EntityType,skos:related,Gestaltungsprinzip,,,,,,51,,
,,,,,,,,,,,,,,,
GewaehrleistungDerCompliance,Gewährleistung der Compliance,,,,Function,rdfs:subClassOf,ItGovernanceAufgabe,,,,,"Einhaltung gesetzlicher Regelungen, vertraglicher Vereinbarungen sowie unternehmensinterner Bestimmungen (vgl. Lerneinheiten RECHT und REVIS).",58,GOVER,
GreenIt,Green IT ,,,,EntityType,,,,meta:isBasedOn,Nachhaltigkeitsdenken,someValuesFrom,,21,ERMOD,
GrundsaetzeOrdnungsmaessigerModellierung,Grundsätze ordnungsmäßiger Modellierung,,,,EntityType,,,,,,,,52,,
GrundsaetzeZumDatenzugriffUndZurPruefbarkeitDigitalerUnterlagen,,,,,EntityType,rdfs:subClassOf,ComplianceRegel,68,,,,,,,
GrundsaetzeZumDatenzugriffUndZurPruefbarkeitDigitalerUnterlagen,Grundsätze zum Datenzugriff und zur Prüfbarkeit digitaler Unterlagen,,GDPdU,,EntityType,,,,meta:isAssociatedWith,Daten,someValuesFrom,Grundsätze zum Datenzugriff und zur Prüfbarkeit digitaler Unterlagen (Deutschland).,Website;67,RECHT,
Haftung,Haftung,Liability,,,EntityType,,,,meta:isAssociatedWith,Mangel,someValuesFrom,"Verpflichtung, für einen Mangel und dessen Folgen einzustehen.",67,RECHT,
Handelsgesetzbuch,Handelsgesetzbuch,,"HGB (D,Ö)",,EntityType,rdfs:subClassOf,Gesetz,,,,,"Handelsgesetzbuch (Deutschland, Österreich).",Website;67,RECHT,
Handlungsanalyse,Handlungsanalyse,,,,Function,,,,meta:uses,ComplianceRegel,someValuesFrom,,69,RECHT,
Handlungsanalyse,Handlungsanalyse,,,,Function,,,,,,,"Bei dieser Analyse wird davon ausgegangen, dass ein bestimmtes Handeln geplant und dann auf Übereinstimmung mit den einschlägigen rechtsvorschriften, im weiteren Sinne den Compliance-Regeln, überprüft wird. Die Handlungsanalyse unterteilt sich in 4 Arbeitsschritte: 1. Arbeitsschritt: Operationale Formulierung des geplanten Handelns 2. Arbeitsschritt: Informationsbeschaffung über alle Rechtsvorschriften, die das geplante Handeln einschränken können 3. Arbeitsschritt: Untersuchung des geplanten Handelns daraufhin, ob es durch die erfassten Rechtsvorschriften tatsächlich beeinflusst wird 4. Arbeitsschritt: Für den Fall, dass eine Beeinflussung festgestellt wird, Rückkopplung zum ersten Arbeitsschritt und Umformulierung des geplanten Handelns.",69,RECHT,
Handlungsspielraum,Handlungsspielraum,Action Scope,,,EntityType,,,,,,,"mehrdimensionaler Begriff, der Entscheidungsspielraum, Tätigkeitsspielraum und Freiheitsspielraum umfasst.",17,ERMOD,
Handlungsspielraum,Handlungsspielraum,action scope,,,EntityType,,,,,,,"merdimensionaler Begriff, der Entscheidungsspielraum, Tätigkeitsspielraum und Freiheitsspielraum umfassst.",103,,
HelpdeskManageer,Helpdesk-Manageer,,,,Role,,,,,,,,25,ERMOD,
hoheKohaesion,hohe Kohäsion,,,,EntityType,rdfs:subClassOf,Gestaltungsprinzip,,,,,"Das Prinzip der hohen Kohäsion fordert, dass der Zusammenhang
der Elemente innelhalb einer Komponente möglichst hoch ist.",52,,
Humankapital,Humankapital,"Human Resource, Humanvermögen",,,EntityType,,,,meta:isAssociatedWith,MitarbeiterAbteilung,someValuesFrom,"auf Erziehung, Ausbildung, Erfahrung usw. beruhendes, für den Unternehmenserfolg relevantes Leistungsvermögen der Mitarbeiter (Arbeitsvermögen).",31,STELL,
Hypothese,Hypothese,,,,EntityType,,,,,,,,120;manuell hinzugefügt,,
IdentifikationDerBetroffenen,Identifikation der Betroffenen,,,,EntityType,,,,,,,"Identifikation der Betroffenen heißt, dass sich das Zielsystem nur dann bewähren kann, wenn sich Unternehmensziele und Individualziele in Übereinstimmung befinden.",105,,
ImAufgabe,IM-Aufgabe,Information Management Task,,,Function,,,,,,,"IM-Aufgaben sind die aus dem Leistungsprogramm des Unternehmens abgeleiteten Teilleistungen seiner Struktureinheiten bzw.  der in  diesen tätigen Aufgabenträger bezüglich Information und Kommunikation im Sinne von Aufforderungen, an bestimmten materiellen oder immateriellen Objekten (Aktionsobjekte) bestimmte körperliche oder geistige Verrichtungen (Aktionsarten) durchzuführen, um definierte Ziele zu erreichen.",24,ERMOD,
ImKonzept,IM-Konzept,"Information Management Concept, Konzept des Informationsmanagements",,,EntityType,,,,meta:isBasedOn,ImModell,someValuesFrom,"[…] das IM-Konzept ist Gestaltungsmodell. --- Von den Aussagen des IM-Modells ausgehend, werden unternehmensspezifische IM-Konzepte entwickelt, werlche die Aufgaben und Methoden und deren Beziehungen als einen logischen Systementwurf beschreiben, der Grundlage für die Implementierung ist und deren Ergebnisse in eine bestehende Struktur- und Ablauforganisation eingefügt werden.",18,ERMOD,
ImKonzept,IM-Konzept,,,,EntityType,skos:related,Systementwurf,,,,,,18,ERMOD,
ImKonzept,IM-Konzept,,,,EntityType,,,,meta:isBasedOn,Sachziel,someValuesFrom,,22,ERMOD,
ImKonzept,IM-Konzept,,,,EntityType,rdfs:subClassOf,Gestaltungsmodell,18,,,,,,,
ImModell,IM-Modell,,,,EntityType,,,,meta:isDecomposedInIn,ImAufgabe,someValuesFrom,,18,ERMOD,LL - beschreibt keine passende Relation?
ImModell,IM-Modell,,,,EntityType,,,,meta:isDecomposedInIn,Methode,someValuesFrom,,18,ERMOD,LL - beschreibt keine passende Relation?
ImModell,IM-Modell,"Information Management Model, Modell des Informationsmanagements",,,EntityType,,,,,,,"Das Modell des Informationsmanagements (IM-Modell) ist ein Erklärungsmodell, […]. --- Im vorliegenden Zusammenhang bedeutet Modell die Konstruktion eines Vorbilds für die Wirklichkeit, nämlich eines Vorbilds für die Entwicklung eines IM-Konzepts.",18,ERMOD,beschreibt
ImModell,IM-Modell,,,,EntityType,,,,meta:isBasedOn,Ziel,someValuesFrom,,18,ERMOD,
ImModell,IM-Modell,,,,EntityType,rdfs:subClassOf,Referenzmodell,,,,,,23,ERMOD,
ImModell,IM-Modell,,,,EntityType,,,,meta:isDecomposedInIn,Managementebene,someValuesFrom,,23,,
ImModell,IM-Modell,,,,EntityType,rdfs:subClassOf,Erklaerungsmodell,18,,,,,,,
ImplementationGovernance,TOGAF-Phase G,Implementation Governance,,,EntityType,,,,,,,"In Phase G ""Implementation
Governance"" geht es
damm, die Leitungsstmkturen für
die verschiedenen Teilprojekte zur
Architekturentwicklung aufzubauen.
",51,ARCHI,
Individualziel,Individualziel,individual objective,,,EntityType,,,,,,,"Ziel von Personen oder Gruppen, die Mitglieder einer Organisation sind ( z.B. ein Erhaltungsziel wie Sicherheit des Arbeitsplatzes).",113,,
Infonnationszuwachs,Infonnationszuwachs,,,,EntityType,rdfs:subClassOf,Potenzialfaktor,,,,,,99,,
InformationEngineering,Information Engineering ,,,,EntityType,rdfs:subClassOf,Methodik,,,,,"Methodik des Informationsmanagements im Sinne einer Lehre von den Methoden und ihrer planmäßigen, wissenschaftlichen Anwendung.",17,ERMOD,zwei Def. Eins Aufgabe eins Objekttyp
InformationHidingPrinzip,Information-Hiding-Prinzip,,,,,rdfs:subClassOf,Architekturprinzip,,,,,"Das Information-Hiding-Prinzip (Prinzip des Verbergens von Informationen) legt nahe, dass einem Aufgabenträger nur der Teil der Information offenbart wird, der für die jeweilige Aufgabe benötigt wird.",52,ARCHI,
InformationHidingPrinzip,Information-Hiding-Prinzip,,,,EntityType,rdfs:subClassOf,Gestaltungsprinzip,,,,,"Das Information-Hiding-Prinzip (Prinzip des Verbergens von Informationen) legt
nahe, dass einem Aufgabenträger nur der Teil der InfOlmation offenbart wird, der für die
jeweilige Aufgabe benötigt wird.",52,,
InformationIntensityMatrix,Information Intensity Matrix,,,,EntityType,rdfs:subClassOf,Methode,,,,,,,,hinzugefügt
InformationIntensityMatrix,Information Intensity Matrix,,,,EntityType,,,,,,,"Ausgehend vom Modell der Wertekette haben Porter/Millar die Information Intensity Matrix entwickelt, mit der die Abschätzung des Leistungspotenzials der Informationsfunktion zur Schaffung von Wettbewerbsvorteilen in einer bestimmten Branche unterstützt werden kann. Als Dimensionen der Matrix werden Informationsintensität der Wertekette (information intensity of the value chain) und Informationsgehalt des Produkts (information content of/in the product) verwendet.",100,,
Informationsfluss,Informationsfluss,Stream of Information,,,EntityType,,,,,,,,47,ARCHI,
Informationsfunktion,Informationsfunktion,Information Function,,,EntityType,,,,,,,"Teilmenge des betrieblichen Aufgabensystems, dessen Zwecke Information und Kommunikation sind. --- Die Gesamtheit der Aufgaben ist eine betriebliche Funktion, die als Informationsfunktion bezeichnet wird […].","17, 19",ERMOD,
Informationsfunktion,Informationsfunktion,,,,Function,,,,meta:updates,strategischesUnternehmensziel,someValuesFrom,"Die strategische Rolle der Informationsfunktion macht Aussagen dalüber, welche Bedeuhmg
die Erfitllung von Informations- und KOlmnunikationsaufgaben fitr die ElTeichung der strategischen
Unternehmens ziele hat; sie wird aus ihrem Leishmgspotenzial abgeleitet. Jedes
Unternehmen hat eine spezifische Infonnationsfunktion, die sich von der Informationsfunktion
anderer Unternehmen sowohl durch ihre Mächtigkeit (d. h. durch den Anteil der Informations-
und Kommunikationsaufgaben an den Aufgaben des Unternehmens), als auch
durch die Art der Informations- und Kommunikationsaufgaben (d. h. durch ihre Komplexität
und Kompliziertheit) unterscheidet.",92,,
Informationsinfrastruktur,Informationsinfrastruktur,Information Infrastructure,,,EntityType,,,,,,,"Einrichtungen, Mittel und Maßnahmen zur Beschaffung, Verteilung und Nutzung von Informationen und Ermöglichung von Kommunikation. --- Eine Informationsinfrastruktur  […] als phyische Realisierung eines IM-Konzepts ist ein soziotechnisches Artefakt, das menschliche Aufgabenträger bei der Aufgabenerfüllung unterstützt, insbesondere - aber nicht nur mit Hilfe von Informations- und Kommunikationstechnologien.","17, 18",ERMOD,
Informationsinfrastruktur,Informationsinfrastruktur,,,,EntityType,,,,meta:isBasedOn,ImKonzept,someValuesFrom,,18,ERMOD,
Informationsinfrastruktur,Informationsinfrastruktur,,,,EntityType,,,,meta:isAssociatedWith,Informationsnachfrage,someValuesFrom,,19,ERMOD,
Informationsinfrastruktur,Informationsinfrastruktur,,,,EntityType,,,,meta:isAssociatedWith,Informationssystem,someValuesFrom,,19,ERMOD,
Informationsinfrastruktur,Informationsinfrastruktur,,,,EntityType,,,,meta:isDecomposedInIn,TechnischeInfrastruktur,someValuesFrom,,19,ERMOD,
Informationsinfrastruktur,Informationsinfrastruktur,,,,EntityType,,,,meta:isDecomposedInIn,PersonelleInfrastruktur,someValuesFrom,,19,ERMOD,
Informationsinfrastruktur,Informationsinfrastruktur,,,,EntityType,,,,meta:isDecomposedInIn,OrganisatorischeInfrastruktur,someValuesFrom,,19,ERMOD,
Informationsinfrastruktur,Informationsinfrastruktur,,,,EntityType,,,,meta:isDecomposedInIn,RaeumlicheInfrastruktur,someValuesFrom,,19,ERMOD,
